Group,Name,Slug,Logo
P,Project 1945,15675_project-1945,https://images.soco.id/cc3e24be-f7cd-4e44-a199-2fedebdc4c2f-.jpg
P,Pure Paw Paw,309_pure-paw-paw,https://images.soco.id/8be816fa-38dd-4309-a035-a300baf9be89-9955428034-1634552962956.jpg
P,Pyunkang Yul,598_pyunkang-yul,https://images.soco.id/2990b29c-3778-4f58-86b5-890fa591280f-.jpg
Q,Q-San,1254_q-san,https://images.soco.id/0b3d6c9e-be9a-47a2-b9dc-3c016144cd59-86532472555-1628479904868.jpg
R,Rabbit Habit,965_rabbit-habit,https://images.soco.id/11730831418-1600396318101.jpg
R,Raine Beauty,15646_raine-beauty,https://images.soco.id/ae0ee239-fdfa-4623-85f6-7c4b07c948bb-.jpg
R,Rated Green,671_rated-green,https://images.soco.id/4ea09b09-f6fb-4061-8c73-1c470192e111-.jpg
R,Real Barrier,781_real-barrier,https://images.soco.id/ff70fdf0-f98b-44c3-86e2-674c18018c12-.jpg
R,Real Techniques,134_real-techniques,https://images.soco.id/d97ed5c0-c58d-4323-86a0-ff5b7795bfb8-.jpg
R,Ree Derma Wellness,1331_ree-derma-wellness,https://images.soco.id/7ea32ee4-b897-41c8-91d4-5aef12956833-.jpg
R,Rei Skin,925_rei-skin,https://images.soco.id/1bb08864-e552-4717-a4d8-3fe36d0ad96b-.jpg
R,Rexona,856_rexona,https://images.soco.id/e121d747-f7bc-411d-943d-cec9dc52bf6f-.jpg
R,Rivya,1399_rivya,https://images.soco.id/e8dc485c-b9bb-40fc-88ac-b52691f3feff-.jpg
R,Roceo,15025_roceo,https://images.soco.id/ac4b4dab-68ca-40c8-a050-1041b65740f1-.jpg
R,Rojukiss,14982_rojukiss,https://images.soco.id/79ce09d0-91ce-4f90-b6d0-923f4c7129b8-.jpg
R,Rollover Reaction,232_rollover-reaction,https://images.soco.id/88a0e368-fe4a-4e1f-8caa-0e3217f7557e-.jpg
R,Rose All Day,292_rose-all-day,https://images.soco.id/46548c4d-9de6-49bd-9c90-18839067bdb3-.jpg
R,Rovectin,599_rovectin,https://images.soco.id/3b1d2396-536b-43b8-af81-d62c2f6f04f6-.jpg
R,Runa Beauty,712_runa-beauty,https://images.soco.id/8c35de11-00fc-487d-98e6-86408a8d9b6a-.jpg
S,SA Naturel by Shandy Aulia,941_sa-naturel-by-shandy-aulia,https://images.soco.id/24879728756-1598264452689.jpg
S,SADA Hybrid Beauty,683_sada-by-cathy-sharon,https://images.soco.id/2bc2912d-35f7-40f3-8f82-8a2d4396e7a1-.jpg
S,Sae'kin,1332_saekin,https://images.soco.id/ed194704-af4c-4737-96c5-0b237221073a-.jpg
S,SAFF & Co,1246_saff-and-co,https://images.soco.id/fe95ab3f-2eb3-4806-82de-c1fae4a8c111-65494532649-1624594025171.jpg
S,Safi,611_safi,https://images.soco.id/964305ba-8593-482b-a240-01377ae60d7f-.jpg
S,Santa Marché,967_santa-marche,https://images.soco.id/88612262674-1599577803975.jpg
S,SASC,305_sasc,https://images.soco.id/f04e9138-8efd-44f6-8046-8c9a2e87a3ec-.jpg
S,SATELLITE OF GLOW,15641_satellite-of-glow,https://images.soco.id/48d423c2-6189-4c0f-8615-1347bda5310a-.jpg
S,Scarlett Whitening,2265_scarlett-whitening,https://images.soco.id/5a705bad-48a1-436f-a286-f2e01540ee27-.jpg
S,Scent & Light,15496_scent-and-light,https://images.soco.id/13fde301-b990-48fc-9f95-9efac07eb5f1-.jpg
S,Schick,1028_schick,https://images.soco.id/14ac606b-62a9-4edc-88b3-a4bc4bfce186-.jpg
S,Sea Makeup,15683_sea-makeup,https://images.soco.id/51566f2d-f19f-4e72-8be5-a3b9fe8df5dd-.jpg
S,Seca Skin,1384_seca-skin,https://images.soco.id/5ce4669a-fcf1-4e5b-8d9d-f2ba3f4bb6aa-.jpg
S,Secondate,816_secondate,https://images.soco.id/c319596f-bfe5-47f9-92a9-aee67e48a786-.jpg
S,Secret Key,914_secret-key,https://images.soco.id/70320878-f2b9-44cf-8ac9-1f7226d7d85e-.jpg
S,Senka,304_senka,https://images.soco.id/07475e33-0d08-456d-84d7-ef6674b2c118-.jpg
S,Sensatia Botanicals,537_sensatia-botanicals,https://images.soco.id/1efbfb23-f897-41b4-b6fb-1adaab43dff2-.jpg
S,Silcot,2146_silcot,https://images.soco.id/f12eee35-9c23-4747-93a9-99e36ae6d5ce-.jpg
S,Sister Ann,15587_sister-ann,https://images.soco.id/999c104e-8181-4269-beed-8093bda270d7-.jpg
S,SK-II,92_sk-ii,https://images.soco.id/7a286b2f-986c-476d-8675-6a1aecbfc3fd-.jpg
S,Skin Aqua,289_skin-aqua,https://images.soco.id/1300586a-4dd0-4051-9b81-3e705a67d971-.jpg
S,Skin Game,1136_skin-game,https://images.soco.id/5dbbb6cf-4bd7-4484-9d8e-ba48a6c1d9b4-.jpg
S,Skin Theory,1283_skin-theory,https://images.soco.id/bb221778-0b4e-45c2-92a1-a91f0fa4e3f3-.jpg
S,Skin1004,1346_skin1004,https://images.soco.id/32907c8f-37a8-463c-a341-0ff01fa0b34c-.jpg
S,Skindoze,15619_skindoze,https://images.soco.id/a42582f6-932f-468f-96a1-e11527f8d89f-.jpg
S,Skintific,1347_skintific,https://images.soco.id/ef6bba1c-8313-4b0c-a6dd-72296dd3a7b9-.jpg
S,Sociolla,167_sociolla,https://images.soco.id/88f421e7-1f75-44ca-ae9c-15780a9251cd-.jpg
S,Some By Mi,1174_some-by-mi,https://images.soco.id/79f3b202-e333-46db-916a-726ca8c8132a-.jpg
S,St. Ives,733_st-ives,https://images.soco.id/9e47006f-56fb-45bc-b9de-ab78674f6215-.jpg
S,Steambase,1169_steambase,https://images.soco.id/2948a955-333d-4bfa-9cf3-20ad3614913a-.jpg
S,Sterobac,1255_sterobac,https://images.soco.id/b9280596-6b77-4bf1-b4de-ca39a23dca71-65074185795-1628479843504.jpg
S,Studio Tropik,310_studio-tropik,https://images.soco.id/39e08a73-6d70-46f4-9dc7-a44d7e361991-.jpg
S,Sugarpot,773_sugarpot,https://images.soco.id/a186e581-4f23-4d8b-8f41-601f96c3b9b7-.jpg
S,Sukin,646_sukin,https://images.soco.id/751dec44-1873-4f1e-a4d3-3166a5730bf1-.jpg
S,Sulwhasoo,308_sulwhasoo,https://images.soco.id/56cae367-f5d3-4129-a4f5-f277553faa33-.jpg
S,SUNDAE Shower,1386_sundae-shower,https://images.soco.id/da47ff09-f7bd-41e5-b85b-df49ee9ed3f9-.jpg
S,SYCA,684_syca,https://images.soco.id/554a0a00-320a-46db-abcd-79f16a886d2f-.jpg
T,Takeda,150_takeda,https://images.soco.id/3055e7d7-9d78-4f6b-bdbd-a10e1fdbbe21-.jpg
T,Tammia,244_tammia,https://images.soco.id/693dc790-4135-4672-8aa8-49ae8266c0af-.jpg
T,Tavi,15678_tavi,
T,Teddy Clubs,1133_teddy-clubs,https://images.soco.id/8e8e93e5-3b6c-422c-bbc3-128607391b0c-.jpg
T,The Aubree,767_the-aubree,https://images.soco.id/5012e754-1f7f-4e20-9716-a2aff563ae0e-.jpg
T,The Bath Box,314_the-bath-box,https://images.soco.id/da8b3d1a-c864-408c-9c6e-2a2993e2260d-.jpg
T,The Body Shop,177_the-body-shop,https://images.soco.id/49535812-5ac3-4e98-9214-5c794df997f5-.jpg
T,The Goat Skincare,774_the-goat-skincare,https://images.soco.id/ad5992b9-726c-40bd-a1ba-789f0173266e-.jpg
T,The Lab By Blanc Doux,15693_the-lab-by-blanc-doux,https://images.soco.id/887b146d-4505-4ff1-8184-e20eda8f40e6-.jpg
T,The Originote,15608_the-originote,https://images.soco.id/ef7d7127-d945-4cd9-a7d6-c7e15f6abaa5-.jpg
T,The Wet Brush,787_the-wet-brush,https://images.soco.id/1f40c200-6730-4b03-be40-c2cab947df07-.jpg
T,Tiga Lab,15567_tiga-lab,https://images.soco.id/cd3dcc89-f66a-4e50-b2f6-45a81a550bf8-.jpg
T,TISH,949_tish,https://images.soco.id/14b512c7-ed3a-4a13-9bdd-5349b405ba24-.jpg
T,Tone,1367_tone,https://images.soco.id/4006eb5f-d671-4543-b269-127f6eeacbd3-.jpg
T,Too Cool For School,214_too-cool-for-school,https://images.soco.id/30fc3a8f-bccf-4ae6-a85e-94205df4b3e5-.jpg
T,Torriden,15701_torriden,https://images.soco.id/34ce2c33-ad3d-4c9d-b897-8c411fdabc0c-.jpg
T,TRESemmé,1190_tresemme,https://s3-ap-southeast-1.amazonaws.com/soc-newplatform/brand/exqkSpWwECH8r7htxqcAlNtBVtL4MCN6ZuLCfzXf.jpeg
T,TRILOGY,554_trilogy,https://images.soco.id/7e316c04-54c7-4153-ac8b-91aa1cf0b3fa-.jpg
T,TROPE Cosmetics,317_trope-cosmetics,https://images.soco.id/04711bff-cb21-4656-a255-a006350a36eb-.jpg
T,True To Skin,1158_true-to-skin,https://images.soco.id/632a9237-8b39-432d-bf62-7c5ab05f93d3-.jpg
T,Trueve,1140_trueve,https://images.soco.id/204e0f26-e18c-406b-ab30-98a2b6f7749c-.jpg
T,Tsubaki,1022_tsubaki,https://images.soco.id/54231b6d-a38d-451e-b45f-2ea00f21cdd7-.jpg
T,Tulus,1242_tulus,https://images.soco.id/979255e2-2aa8-45ee-bb80-8df140bff7eb-.jpg
T,Tumbuh Lab,15638_tumbuh-lab,https://images.soco.id/a448c1bc-7953-4c1b-a5a0-84ec7058d209-.jpg
U,UMA Women,15582_uma-women,https://images.soco.id/42c721d2-d31b-45cd-aced-2e241376e891-.jpg
V,Varesse,15198_varesse,https://images.soco.id/9c8c3c15-a9aa-4e64-87a6-bfb26366552d-.jpg
V,Vaseline,756_vaseline,https://images.soco.id/e8aef90a-4d0f-48bd-8e27-c96924228295-.jpg
V,Verites,15531_verites,https://images.soco.id/dee54873-808d-4bbb-860d-63b8393bd6dd-.jpg
V,Votre Peau,338_votre-peau,https://images.soco.id/69073d44-17eb-4db4-8bdd-9e01c8212800-.jpg
W,Wardah,218_wardah,https://images.soco.id/99f67522-5432-40ca-bf71-3573b355846f-.jpg
W,Wavertree and London,15484_wavertree-and-london,https://images.soco.id/89a71ef6-3037-4f7a-ac22-78e8a18d308a-.jpg
W,Whitelab,895_whitelab,https://images.soco.id/9fabe465-18a1-4ba6-933d-32b539e5ae3d-.jpg
W,Wonderlux,15652_wonderlux,https://images.soco.id/c47462e1-e9d3-40c7-aa61-0d19e22c1274-.jpg
Y,YNM,15696_ynm,https://images.soco.id/af5a7e71-1080-4e34-8af7-9d1886c9d259-.jpg
Y,Yoona,15504_yoona,https://images.soco.id/1817a65b-26a8-4411-bacd-700e6b9c2433-.jpg
Y,YOU Beauty,14878_you-beauty,https://images.soco.id/6a83719e-3aa6-407e-9b14-d48e7f07a650-.jpg
Y,Youvit,15371_youvit,https://images.soco.id/db535143-499c-42c1-aaef-208d2cac576c-.jpg
Y,Yves Rocher,273_yves-rocher,https://images.soco.id/a88d4931-39bc-46f0-b0ba-e8191336a3c8-34501975507-1635218216037.jpg
